Date,Expiry,Option Type,Strike Price,LTP,Open Interest,Underlying Value
29-Dec-2025,03-Feb-2026,CE,24300.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24350.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24400.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24450.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24500.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24550.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24600.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24650.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24700.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24750.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24800.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24850.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24900.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,24950.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25000.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25050.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25100.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25150.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25200.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25250.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25300.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25350.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25400.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25450.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25500.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25550.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25600.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25650.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25700.0,704.55,845.0,25942.1
29-Dec-2025,03-Feb-2026,CE,25750.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25800.0,570.0,65.0,25942.1
29-Dec-2025,03-Feb-2026,CE,25850.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,25900.0,488.05,325.0,25942.1
29-Dec-2025,03-Feb-2026,CE,25950.0,477.85,455.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26000.0,437.45,7540.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26050.0,396.8,130.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26100.0,372.35,455.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26150.0,337.0,65.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26200.0,338.95,1495.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26250.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26300.0,263.9,260.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26350.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26400.0,218.05,1755.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26450.0,246.65,65.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26500.0,188.0,15015.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26550.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26600.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26650.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26700.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26750.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26800.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26850.0,75.15,650.0,25942.1
29-Dec-2025,03-Feb-2026,CE,26900.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,26950.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27000.0,65.0,12935.0,25942.1
29-Dec-2025,03-Feb-2026,CE,27050.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27100.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27150.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27200.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27250.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27300.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27350.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27400.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27450.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27500.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27550.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27600.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27650.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27700.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27750.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27800.0,11.65,4225.0,25942.1
29-Dec-2025,03-Feb-2026,CE,27850.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27900.0,,,25942.1
29-Dec-2025,03-Feb-2026,CE,27950.0,10.75,2600.0,25942.1
29-Dec-2025,03-Feb-2026,PE,24300.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24350.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24400.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24450.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24500.0,19.25,5070.0,25942.1
29-Dec-2025,03-Feb-2026,PE,24550.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24600.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24650.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24700.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24750.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24800.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24850.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24900.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,24950.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25000.0,50.0,16575.0,25942.1
29-Dec-2025,03-Feb-2026,PE,25050.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25100.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25150.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25200.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25250.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25300.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25350.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25400.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25450.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25500.0,111.95,18785.0,25942.1
29-Dec-2025,03-Feb-2026,PE,25550.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25600.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25650.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25700.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25750.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25800.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25850.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,25900.0,210.8,1690.0,25942.1
29-Dec-2025,03-Feb-2026,PE,25950.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26000.0,247.5,6565.0,25942.1
29-Dec-2025,03-Feb-2026,PE,26050.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26100.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26150.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26200.0,334.0,1235.0,25942.1
29-Dec-2025,03-Feb-2026,PE,26250.0,309.5,130.0,25942.1
29-Dec-2025,03-Feb-2026,PE,26300.0,337.0,1495.0,25942.1
29-Dec-2025,03-Feb-2026,PE,26350.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26400.0,434.45,1300.0,25942.1
29-Dec-2025,03-Feb-2026,PE,26450.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26500.0,478.4,650.0,25942.1
29-Dec-2025,03-Feb-2026,PE,26550.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26600.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26650.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26700.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26750.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26800.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26850.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26900.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,26950.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27000.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27050.0,890.0,130.0,25942.1
29-Dec-2025,03-Feb-2026,PE,27100.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27150.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27200.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27250.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27300.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27350.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27400.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27450.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27500.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27550.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27600.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27650.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27700.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27750.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27800.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27850.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27900.0,,,25942.1
29-Dec-2025,03-Feb-2026,PE,27950.0,,,25942.1
30-Dec-2025,03-Feb-2026,CE,24200.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24250.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24300.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24350.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24400.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24450.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24500.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24550.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24600.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24650.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24700.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24750.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24800.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24850.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24900.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,24950.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25000.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25050.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25100.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25150.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25200.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25250.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25300.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25350.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25400.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25450.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25500.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25550.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25600.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25650.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25700.0,610.0,1040.0,25938.85
30-Dec-2025,03-Feb-2026,CE,25750.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25800.0,570.0,65.0,25938.85
30-Dec-2025,03-Feb-2026,CE,25850.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,25900.0,482.7,1625.0,25938.85
30-Dec-2025,03-Feb-2026,CE,25950.0,452.85,715.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26000.0,429.75,14560.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26050.0,396.8,130.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26100.0,369.6,1300.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26150.0,325.0,260.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26200.0,319.95,2405.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26250.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26300.0,259.7,10140.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26350.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26400.0,227.4,2210.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26450.0,196.2,65.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26500.0,184.5,33670.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26550.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26600.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26650.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26700.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26750.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26800.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26850.0,81.7,845.0,25938.85
30-Dec-2025,03-Feb-2026,CE,26900.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,26950.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27000.0,60.25,28860.0,25938.85
30-Dec-2025,03-Feb-2026,CE,27050.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27100.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27150.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27200.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27250.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27300.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27350.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27400.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27450.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27500.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27550.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27600.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27650.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27700.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27750.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27800.0,11.6,6695.0,25938.85
30-Dec-2025,03-Feb-2026,CE,27850.0,,,25938.85
30-Dec-2025,03-Feb-2026,CE,27900.0,7.3,,25938.85
30-Dec-2025,03-Feb-2026,CE,27950.0,10.5,3185.0,25938.85
30-Dec-2025,03-Feb-2026,PE,24200.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24250.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24300.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24350.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24400.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24450.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24500.0,19.4,6370.0,25938.85
30-Dec-2025,03-Feb-2026,PE,24550.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24600.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24650.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24700.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24750.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24800.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24850.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24900.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,24950.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25000.0,43.35,27495.0,25938.85
30-Dec-2025,03-Feb-2026,PE,25050.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25100.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25150.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25200.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25250.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25300.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25350.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25400.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25450.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25500.0,107.75,23010.0,25938.85
30-Dec-2025,03-Feb-2026,PE,25550.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25600.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25650.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25700.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25750.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25800.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,25850.0,200.95,130.0,25938.85
30-Dec-2025,03-Feb-2026,PE,25900.0,215.15,2860.0,25938.85
30-Dec-2025,03-Feb-2026,PE,25950.0,221.5,650.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26000.0,239.8,13130.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26050.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26100.0,315.0,910.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26150.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26200.0,320.4,1495.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26250.0,309.5,130.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26300.0,337.0,1495.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26350.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26400.0,447.2,1040.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26450.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26500.0,501.0,715.0,25938.85
30-Dec-2025,03-Feb-2026,PE,26550.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26600.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26650.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26700.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26750.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26800.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26850.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26900.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,26950.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27000.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27050.0,950.0,325.0,25938.85
30-Dec-2025,03-Feb-2026,PE,27100.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27150.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27200.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27250.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27300.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27350.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27400.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27450.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27500.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27550.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27600.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27650.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27700.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27750.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27800.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27850.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27900.0,,,25938.85
30-Dec-2025,03-Feb-2026,PE,27950.0,,,25938.85
31-Dec-2025,03-Feb-2026,CE,24200.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24250.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24300.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24350.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24400.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24450.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24500.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24550.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24600.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24650.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24700.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24750.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24800.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24850.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24900.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,24950.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25000.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25050.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25100.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25150.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25200.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25250.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25300.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25350.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25400.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25450.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25500.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25550.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25600.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25650.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25700.0,742.5,1105.0,26129.6
31-Dec-2025,03-Feb-2026,CE,25750.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25800.0,677.9,715.0,26129.6
31-Dec-2025,03-Feb-2026,CE,25850.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,25900.0,597.3,1560.0,26129.6
31-Dec-2025,03-Feb-2026,CE,25950.0,571.5,975.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26000.0,531.4,38545.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26050.0,464.65,910.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26100.0,467.85,3250.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26150.0,421.6,2340.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26200.0,401.05,5395.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26250.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,26300.0,345.2,11765.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26350.0,319.1,910.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26400.0,289.95,3055.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26450.0,266.5,1560.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26500.0,248.25,56095.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26550.0,220.1,1365.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26600.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,26650.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,26700.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,26750.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,26800.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,26850.0,115.75,2080.0,26129.6
31-Dec-2025,03-Feb-2026,CE,26900.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,26950.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27000.0,83.95,45110.0,26129.6
31-Dec-2025,03-Feb-2026,CE,27050.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27100.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27150.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27200.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27250.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27300.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27350.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27400.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27450.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27500.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27550.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27600.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27650.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27700.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27750.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27800.0,12.0,12415.0,26129.6
31-Dec-2025,03-Feb-2026,CE,27850.0,,,26129.6
31-Dec-2025,03-Feb-2026,CE,27900.0,9.05,3250.0,26129.6
31-Dec-2025,03-Feb-2026,CE,27950.0,8.0,9815.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24200.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,24250.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,24300.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,24350.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,24400.0,14.8,715.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24450.0,15.7,390.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24500.0,14.9,8060.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24550.0,16.05,780.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24600.0,19.35,845.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24650.0,19.65,780.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24700.0,20.95,780.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24750.0,22.3,715.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24800.0,22.6,715.0,26129.6
31-Dec-2025,03-Feb-2026,PE,24850.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,24900.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,24950.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25000.0,33.65,37700.0,26129.6
31-Dec-2025,03-Feb-2026,PE,25050.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25100.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25150.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25200.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25250.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25300.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25350.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25400.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25450.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25500.0,76.7,36855.0,26129.6
31-Dec-2025,03-Feb-2026,PE,25550.0,,,26129.6
31-Dec-2025,03-Feb-2026,PE,25600.0,,,26129.6
